,Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
3865,,"Grayson County, TX",48181.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1340.0
3866,,"Gregg County, TX",48183.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1294.0
3867,,"Grimes County, TX",48185.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,279.0
3868,,"Guadalupe County, TX",48187.0,2013.0,2013.0,All other alcohol-induced causes,A9,13.0
3869,,"Guadalupe County, TX",48187.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,925.0
3870,,"Hale County, TX",48189.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,302.0
3871,,"Hall County, TX",48191.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,49.0
3872,,"Hamilton County, TX",48193.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,138.0
3873,,"Hansford County, TX",48195.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,46.0
3874,,"Hardeman County, TX",48197.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,44.0
3875,,"Hardin County, TX",48199.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,571.0
3876,,"Harris County, TX",48201.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,370.0
3877,,"Harris County, TX",48201.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,52.0
3878,,"Harris County, TX",48201.0,2013.0,2013.0,All other drug-induced causes,D9,19.0
3879,,"Harris County, TX",48201.0,2013.0,2013.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,24.0
3880,,"Harris County, TX",48201.0,2013.0,2013.0,All other alcohol-induced causes,A9,219.0
3881,,"Harris County, TX",48201.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,23396.0
3882,,"Harrison County, TX",48203.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,600.0
3883,,"Hartley County, TX",48205.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,37.0
3884,,"Haskell County, TX",48207.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,78.0
3885,,"Hays County, TX",48209.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3886,,"Hays County, TX",48209.0,2013.0,2013.0,All other alcohol-induced causes,A9,11.0
3887,,"Hays County, TX",48209.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,873.0
3888,,"Hemphill County, TX",48211.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,36.0
3889,,"Henderson County, TX",48213.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,961.0
3890,,"Hidalgo County, TX",48215.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
3891,,"Hidalgo County, TX",48215.0,2013.0,2013.0,All other alcohol-induced causes,A9,32.0
3892,,"Hidalgo County, TX",48215.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,3994.0
3893,,"Hill County, TX",48217.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,414.0
3894,,"Hockley County, TX",48219.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,200.0
3895,,"Hood County, TX",48221.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3896,,"Hood County, TX",48221.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,634.0
3897,,"Hopkins County, TX",48223.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,362.0
3898,,"Houston County, TX",48225.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,315.0
3899,,"Howard County, TX",48227.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,380.0
3900,,"Hudspeth County, TX",48229.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,16.0
3901,,"Hunt County, TX",48231.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3902,,"Hunt County, TX",48231.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,845.0
3903,,"Hutchinson County, TX",48233.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,245.0
3904,,"Irion County, TX",48235.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,11.0
3905,,"Jack County, TX",48237.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,97.0
3906,,"Jackson County, TX",48239.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,164.0
3907,,"Jasper County, TX",48241.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,384.0
3908,,"Jeff Davis County, TX",48243.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,30.0
3909,,"Jefferson County, TX",48245.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
3910,,"Jefferson County, TX",48245.0,2013.0,2013.0,All other alcohol-induced causes,A9,16.0
3911,,"Jefferson County, TX",48245.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,2356.0
3912,,"Jim Hogg County, TX",48247.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,59.0
3913,,"Jim Wells County, TX",48249.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,404.0
3914,,"Johnson County, TX",48251.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3915,,"Johnson County, TX",48251.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1246.0
3916,,"Jones County, TX",48253.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,204.0
3917,,"Karnes County, TX",48255.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,172.0
3918,,"Kaufman County, TX",48257.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3919,,"Kaufman County, TX",48257.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,824.0
3920,,"Kendall County, TX",48259.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,350.0
3921,,"Kent County, TX",48263.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,16.0
3922,,"Kerr County, TX",48265.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,692.0
3923,,"Kimble County, TX",48267.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,49.0
3924,,"Kinney County, TX",48271.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,40.0
3925,,"Kleberg County, TX",48273.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,228.0
3926,,"Knox County, TX",48275.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,59.0
3927,,"Lamar County, TX",48277.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,628.0
3928,,"Lamb County, TX",48279.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,172.0
3929,,"Lampasas County, TX",48281.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,199.0
3930,,"La Salle County, TX",48283.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,56.0
3931,,"Lavaca County, TX",48285.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,269.0
3932,,"Lee County, TX",48287.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,154.0
3933,,"Leon County, TX",48289.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,244.0
3934,,"Liberty County, TX",48291.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,769.0
3935,,"Limestone County, TX",48293.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,267.0
3936,,"Lipscomb County, TX",48295.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,30.0
3937,,"Live Oak County, TX",48297.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,121.0
3938,,"Llano County, TX",48299.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,278.0
3939,,"Lubbock County, TX",48303.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
3940,,"Lubbock County, TX",48303.0,2013.0,2013.0,All other alcohol-induced causes,A9,29.0
3941,,"Lubbock County, TX",48303.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,2216.0
3942,,"Lynn County, TX",48305.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,48.0
3943,,"McCulloch County, TX",48307.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,114.0
3944,,"McLennan County, TX",48309.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
3945,,"McLennan County, TX",48309.0,2013.0,2013.0,All other alcohol-induced causes,A9,27.0
3946,,"McLennan County, TX",48309.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,2044.0
3947,,"McMullen County, TX",48311.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,15.0
3948,,"Madison County, TX",48313.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,135.0
3949,,"Marion County, TX",48315.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,172.0
3950,,"Martin County, TX",48317.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,39.0
3951,,"Mason County, TX",48319.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,54.0
3952,,"Matagorda County, TX",48321.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,371.0
3953,,"Maverick County, TX",48323.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,350.0
3954,,"Medina County, TX",48325.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,405.0
3955,,"Menard County, TX",48327.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,22.0
3956,,"Midland County, TX",48329.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
3957,,"Midland County, TX",48329.0,2013.0,2013.0,All other alcohol-induced causes,A9,16.0
3958,,"Midland County, TX",48329.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1006.0
3959,,"Milam County, TX",48331.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,279.0
3960,,"Mills County, TX",48333.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,67.0
3961,,"Mitchell County, TX",48335.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,108.0
3962,,"Montague County, TX",48337.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,274.0
3963,,"Montgomery County, TX",48339.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
3964,,"Montgomery County, TX",48339.0,2013.0,2013.0,All other alcohol-induced causes,A9,29.0
3965,,"Montgomery County, TX",48339.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,3081.0
3966,,"Moore County, TX",48341.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,140.0
3967,,"Morris County, TX",48343.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,159.0
3968,,"Motley County, TX",48345.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,15.0
3969,,"Nacogdoches County, TX",48347.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,525.0
3970,,"Navarro County, TX",48349.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,494.0
3971,,"Newton County, TX",48351.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,168.0
3972,,"Nolan County, TX",48353.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,186.0
3973,,"Nueces County, TX",48355.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
3974,,"Nueces County, TX",48355.0,2013.0,2013.0,All other alcohol-induced causes,A9,43.0
3975,,"Nueces County, TX",48355.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,2711.0
3976,,"Ochiltree County, TX",48357.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,86.0
3977,,"Oldham County, TX",48359.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,18.0
3978,,"Orange County, TX",48361.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3979,,"Orange County, TX",48361.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,924.0
3980,,"Palo Pinto County, TX",48363.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,296.0
3981,,"Panola County, TX",48365.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,300.0
3982,,"Parker County, TX",48367.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1016.0
3983,,"Parmer County, TX",48369.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,64.0
3984,,"Pecos County, TX",48371.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,116.0
3985,,"Polk County, TX",48373.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,607.0
3986,,"Potter County, TX",48375.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
3987,,"Potter County, TX",48375.0,2013.0,2013.0,All other alcohol-induced causes,A9,25.0
3988,,"Potter County, TX",48375.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1129.0
3989,,"Presidio County, TX",48377.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,51.0
3990,,"Rains County, TX",48379.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,132.0
3991,,"Randall County, TX",48381.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,997.0
3992,,"Reagan County, TX",48383.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,26.0
3993,,"Real County, TX",48385.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,52.0
3994,,"Red River County, TX",48387.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,190.0
3995,,"Reeves County, TX",48389.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,123.0
3996,,"Refugio County, TX",48391.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,95.0
3997,,"Roberts County, TX",48393.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,15.0
3998,,"Robertson County, TX",48395.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,163.0
3999,,"Rockwall County, TX",48397.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,486.0
4000,,"Runnels County, TX",48399.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,143.0
4001,,"Rusk County, TX",48401.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,498.0
4002,,"Sabine County, TX",48403.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,181.0
4003,,"San Augustine County, TX",48405.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,127.0
4004,,"San Jacinto County, TX",48407.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,278.0
4005,,"San Patricio County, TX",48409.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,626.0
4006,,"San Saba County, TX",48411.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,66.0
4007,,"Schleicher County, TX",48413.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,34.0
4008,,"Scurry County, TX",48415.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,168.0
4009,,"Shackelford County, TX",48417.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,36.0
4010,,"Shelby County, TX",48419.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,296.0
4011,,"Sherman County, TX",48421.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,29.0
4012,,"Smith County, TX",48423.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
4013,,"Smith County, TX",48423.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1959.0
4014,,"Somervell County, TX",48425.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,98.0
4015,,"Starr County, TX",48427.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,381.0
4016,,"Stephens County, TX",48429.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,117.0
4017,,"Sterling County, TX",48431.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,12.0
4018,,"Stonewall County, TX",48433.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,23.0
4019,,"Sutton County, TX",48435.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,33.0
4020,,"Swisher County, TX",48437.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,77.0
4021,,"Tarrant County, TX",48439.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,117.0
4022,,"Tarrant County, TX",48439.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0
4023,,"Tarrant County, TX",48439.0,2013.0,2013.0,All other drug-induced causes,D9,10.0
4024,,"Tarrant County, TX",48439.0,2013.0,2013.0,All other alcohol-induced causes,A9,99.0
4025,,"Tarrant County, TX",48439.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,11443.0
4026,,"Taylor County, TX",48441.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
4027,,"Taylor County, TX",48441.0,2013.0,2013.0,All other alcohol-induced causes,A9,14.0
4028,,"Taylor County, TX",48441.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1223.0
4029,,"Terrell County, TX",48443.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,13.0
4030,,"Terry County, TX",48445.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,117.0
4031,,"Throckmorton County, TX",48447.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,14.0
4032,,"Titus County, TX",48449.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,271.0
4033,,"Tom Green County, TX",48451.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1040.0
4034,,"Travis County, TX",48453.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,134.0
4035,,"Travis County, TX",48453.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
4036,,"Travis County, TX",48453.0,2013.0,2013.0,All other alcohol-induced causes,A9,86.0
4037,,"Travis County, TX",48453.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,4727.0
4038,,"Trinity County, TX",48455.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,226.0
4039,,"Tyler County, TX",48457.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,279.0
4040,,"Upshur County, TX",48459.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,413.0
4041,,"Upton County, TX",48461.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,32.0
4042,,"Uvalde County, TX",48463.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,267.0
4043,,"Val Verde County, TX",48465.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,354.0
4044,,"Van Zandt County, TX",48467.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,599.0
4045,,"Victoria County, TX",48469.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
4046,,"Victoria County, TX",48469.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,764.0
4047,,"Walker County, TX",48471.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,488.0
4048,,"Waller County, TX",48473.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,292.0
4049,,"Ward County, TX",48475.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,108.0
4050,,"Washington County, TX",48477.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,380.0
4051,,"Webb County, TX",48479.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
4052,,"Webb County, TX",48479.0,2013.0,2013.0,All other alcohol-induced causes,A9,21.0
4053,,"Webb County, TX",48479.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1180.0
4054,,"Wharton County, TX",48481.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,432.0
4055,,"Wheeler County, TX",48483.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,74.0
4056,,"Wichita County, TX",48485.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
4057,,"Wichita County, TX",48485.0,2013.0,2013.0,All other alcohol-induced causes,A9,22.0
4058,,"Wichita County, TX",48485.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1308.0
4059,,"Wilbarger County, TX",48487.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,154.0
4060,,"Willacy County, TX",48489.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,164.0
4061,,"Williamson County, TX",48491.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
4062,,"Williamson County, TX",48491.0,2013.0,2013.0,All other alcohol-induced causes,A9,31.0
4063,,"Williamson County, TX",48491.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,2126.0
4064,,"Wilson County, TX",48493.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,340.0
4065,,"Winkler County, TX",48495.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,58.0
4066,,"Wise County, TX",48497.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,473.0
4067,,"Wood County, TX",48499.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,595.0
4068,,"Yoakum County, TX",48501.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,60.0
4069,,"Young County, TX",48503.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,270.0
4070,,"Zapata County, TX",48505.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,87.0
4071,,"Zavala County, TX",48507.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,84.0
3796,,"Anderson County, TX",48001.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,650.0
3797,,"Andrews County, TX",48003.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,122.0
3798,,"Angelina County, TX",48005.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,858.0
3799,,"Aransas County, TX",48007.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,316.0
3800,,"Archer County, TX",48009.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,77.0
3801,,"Armstrong County, TX",48011.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,30.0
3802,,"Atascosa County, TX",48013.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,400.0
3803,,"Austin County, TX",48015.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,276.0
3804,,"Bailey County, TX",48017.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,61.0
3805,,"Bandera County, TX",48019.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,224.0
3806,,"Bastrop County, TX",48021.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,644.0
3807,,"Baylor County, TX",48023.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,48.0
3808,,"Bee County, TX",48025.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,241.0
3809,,"Bell County, TX",48027.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
3810,,"Bell County, TX",48027.0,2014.0,2014.0,All other alcohol-induced causes,A9,17.0
3811,,"Bell County, TX",48027.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,2038.0
3812,,"Bexar County, TX",48029.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161.0
3813,,"Bexar County, TX",48029.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
3814,,"Bexar County, TX",48029.0,2014.0,2014.0,All other alcohol-induced causes,A9,163.0
3815,,"Bexar County, TX",48029.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,12124.0
3816,,"Blanco County, TX",48031.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,105.0
3817,,"Bosque County, TX",48035.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,268.0
3818,,"Bowie County, TX",48037.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,951.0
3819,,"Brazoria County, TX",48039.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
3820,,"Brazoria County, TX",48039.0,2014.0,2014.0,All other alcohol-induced causes,A9,20.0
3821,,"Brazoria County, TX",48039.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,2213.0
3822,,"Brazos County, TX",48041.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
3823,,"Brazos County, TX",48041.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,971.0
3824,,"Brewster County, TX",48043.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,62.0
3825,,"Briscoe County, TX",48045.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,21.0
3826,,"Brooks County, TX",48047.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,85.0
3827,,"Brown County, TX",48049.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,473.0
3828,,"Burleson County, TX",48051.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,211.0
3829,,"Burnet County, TX",48053.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,484.0
3830,,"Caldwell County, TX",48055.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,345.0
3831,,"Calhoun County, TX",48057.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,199.0
3832,,"Callahan County, TX",48059.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,178.0
3833,,"Cameron County, TX",48061.0,2014.0,2014.0,All other alcohol-induced causes,A9,22.0
3834,,"Cameron County, TX",48061.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,2635.0
3835,,"Camp County, TX",48063.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,142.0
3836,,"Carson County, TX",48065.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,58.0
3837,,"Cass County, TX",48067.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,370.0
3838,,"Castro County, TX",48069.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,69.0
3839,,"Chambers County, TX",48071.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,249.0
3840,,"Cherokee County, TX",48073.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,495.0
3841,,"Childress County, TX",48075.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,80.0
3842,,"Clay County, TX",48077.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,108.0
3843,,"Cochran County, TX",48079.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,31.0
3844,,"Coke County, TX",48081.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,43.0
3845,,"Coleman County, TX",48083.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,158.0
3846,,"Collin County, TX",48085.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
3847,,"Collin County, TX",48085.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
3848,,"Collin County, TX",48085.0,2014.0,2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
3849,,"Collin County, TX",48085.0,2014.0,2014.0,All other alcohol-induced causes,A9,39.0
3850,,"Collin County, TX",48085.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,3710.0
3851,,"Collingsworth County, TX",48087.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,27.0
3852,,"Colorado County, TX",48089.0,2014.0,2014.0,All other non-drug and non-alcohol causes,O9,255.0
